target_id	length	eff_length	est_counts	tpm
AT1G01570.1	1437	1256.38	67	3.80927
AT1G01580.1	2409	2228.38	26	0.833434
AT1G01590.1	2115	1934.38	20	0.738542
AT1G01600.1	2163	1982.38	98	3.53123
AT1G01610.1	1856	1675.38	1449	61.7792
AT1G01620.1	1308	1127.38	908.998	57.5944
AT1G01620.2	1279	1098.38	0.00152709	9.93117e-05
AT1G01630.1	1203	1022.38	119	8.31424
AT1G01640.2	883	702.376	5.89507	0.599522
AT1G01640.1	918	737.376	86.1049	8.34114
AT1G01650.1	2140	1959.38	570.372	20.7935
AT1G01650.2	2220	2039.38	34.628	1.21287
AT1G01660.1	1707	1526.38	2	0.0935954
AT1G01670.1	1411	1230.38	17	0.986955
AT1G01680.1	965	784.376	16	1.45707
AT1G01690.1	1692	1511.38	42	1.98501
AT1G01695.1	1302	1121.38	3	0.191098
AT1G01700.1	1458	1277.38	75	4.194
AT1G01710.1	2492	2311.38	510	15.7611
AT1G01720.1	1316	1135.38	2243	141.116
AT1G01725.1	453	274.461	140	36.4362
AT1G01730.1	910	729.376	321	31.4369
AT1G01740.1	1648	1467.38	8.13775	0.39614
AT1G01740.2	1688	1507.38	33.8623	1.60465
AT1G01750.1	769	588.596	110	13.3494
AT1G01760.1	1312	1131.38	29	1.83095
AT1G01770.1	2362	2181.38	256	8.38293
AT1G01780.1	939	758.376	157	14.7877
AT1G01790.1	3892	3711.38	92	1.77068
AT1G01800.1	1094	913.376	165.702	12.9588
AT1G01800.2	1098	917.376	4.29762	0.334631
AT1G01810.1	639	458.772	11	1.7127
AT1G01820.1	1048	867.376	525	43.2353
AT1G01830.1	2108	1927.38	44.4352	1.64682
AT1G01830.2	2139	1958.38	5.96577e-07	2.17599e-08
AT1G01830.3	2438	2257.38	61.5648	1.94812
AT1G01840.1	822	641.491	27	3.00649
AT1G01860.1	1350	1169.38	70	4.27592
AT1G01880.1	1996	1815.38	76	2.99043
AT1G01880.2	1993	1812.38	0	0
AT1G01900.1	2460	2279.38	238	7.45843
AT1G01910.4	1513	1332.38	26.107	1.39964
AT1G01910.3	1519	1338.38	0	0
AT1G01910.1	1365	1184.38	10.3277	0.622875
AT1G01910.2	1499	1318.38	325.565	17.6394
AT1G01910.5	1374	1193.38	0	0
AT1G01920.2	1863	1682.38	96.9869	4.1179
AT1G01920.1	1873	1692.38	11.0131	0.464836
AT1G01930.1	1999	1818.38	79	3.10334
AT1G01940.1	736	555.645	166	21.3401
AT1G01950.1	2995	2814.38	316.353	8.02927
AT1G01950.2	2944	2763.38	13.6468	0.352759
AT1G01950.3	3058	2877.38	0	0
AT1G01960.1	5495	5314.38	491	6.59957
AT1G01970.1	1649	1468.38	96	4.67004
AT1G01980.1	1828	1647.38	1	0.0433604
AT1G01990.1	1176	995.376	382	27.4134
AT1G02000.1	1781	1600.38	181	8.07872
AT1G02010.1	2460	2279.38	96	3.00844
AT1G02010.2	2161	1980.38	2.23853e-08	8.07425e-10
AT1G02020.1	2258	2077.38	198.851	6.83752
AT1G02020.2	2333	2152.38	92.1492	3.05815
AT1G02030.1	1938	1757.38	27	1.09745
AT1G02040.1	975	794.376	10	0.899208
AT1G02050.1	1312	1131.38	133	8.39713
AT1G02060.1	2177	1996.38	30	1.07341
AT1G02065.1	1609	1428.38	16.9671	0.848498
AT1G02065.2	1648	1467.38	5.03292	0.244999
AT1G02070.1	604	423.885	23	3.87584
AT1G02074.1	147	49.326	0	0
AT1G02080.1	7461	7280.38	401.941	3.94362
AT1G02080.2	7491	7310.38	458.059	4.47577
AT1G02090.1	1064	883.376	402.762	32.5678
AT1G02090.2	1046	865.376	103.628	8.55378
AT1G02090.3	1655	1474.38	24.6105	1.19234
AT1G02100.1	1431	1250.38	70.4047	4.02205
AT1G02100.2	1326	1145.38	8.51442	0.530998
AT1G02100.3	1335	1154.38	136.081	8.42046
AT1G02110.1	2314	2133.38	306	10.2457
AT1G02120.1	1974	1793.38	310	12.3474
AT1G02130.1	1021	840.376	454	38.5894
AT1G02140.1	785	604.545	972	114.848
AT1G02145.1	1643	1462.38	0	0
AT1G02145.2	1361	1180.38	0	0
AT1G02145.3	1655	1474.38	93.5554	4.53259
AT1G02145.4	1724	1543.38	58.4446	2.70495
AT1G02150.1	1910	1729.38	163	6.73262
AT1G02160.1	485	305.823	117.245	27.3848
AT1G02160.2	567	387.06	17.7554	3.27672
AT1G02170.1	1336	1155.38	520	32.1489
AT1G02180.1	918	737.376	49	4.74672
AT1G02190.1	2173	1992.38	0.00313476	0.000112388
AT1G02190.2	2161	1980.38	2.99687	0.108095
AT1G02205.3	2067	1886.38	0	0
AT1G02205.1	2357	2176.38	0	0
AT1G02205.2	2213	2032.38	188	6.60754
AT1G02210.1	264	113.201	0	0
AT1G02220.1	1353	1172.38	140	8.52997
AT1G02230.1	1081	900.376	16	1.26935
AT1G02250.1	1089	908.376	8	0.629087
AT1G02260.1	2146	1965.38	187	6.79645
AT1G02270.1	1645	1464.38	648	31.6088
AT1G02280.1	1173	992.376	224.779	16.1795
AT1G02280.2	1161	980.376	173.221	12.621
AT1G02290.1	1695	1514.38	69	3.25463
AT1G02300.1	1227	1046.38	54.1786	3.69851
AT1G02305.1	1407	1226.38	1002.82	58.4099
AT1G02310.1	1390	1209.38	756	44.6526
AT1G02320.1	147	49.326	0	0
AT1G02330.1	1058	877.376	114	9.28122
AT1G02335.1	832	651.491	14	1.53499
AT1G02340.1	1253	1072.38	41	2.73101
AT1G02350.1	423	245.724	12	3.48835
AT1G02360.1	1011	830.376	7	0.602157
AT1G02370.1	1758	1577.38	30	1.35854
AT1G02380.1	1121	940.376	56	4.25376
AT1G02390.1	1791	1610.38	320	14.1941
AT1G02391.1	156	53.7267	0	0
AT1G02400.1	1339	1158.38	1065	65.6729
AT1G02405.1	527	347.242	17	3.49706
AT1G02410.1	1176	995.376	388	27.8439
AT1G02420.1	1476	1295.38	20	1.10286
AT1G02430.1	698	517.692	173.482	23.937
AT1G02440.1	573	393.06	10.5176	1.91137
AT1G02450.1	541	361.092	6	1.18692
AT1G02460.1	1805	1624.38	2	0.0879487
AT1G02470.2	855	674.434	0	0
AT1G02470.1	865	684.376	5	0.521869
AT1G02475.1	929	748.376	342	32.6432
AT1G02490.1	117	34.5456	1	2.06773
AT1G02500.1	1530	1349.38	2255.96	119.422
AT1G02500.2	1530	1349.38	83.0414	4.3959
AT1G02510.1	1086	905.376	5	0.394482
AT1G02520.1	3871	3690.38	13.7711	0.266553
AT1G02530.1	3998	3817.38	4.22891	0.0791316
AT1G02540.1	873	692.376	1	0.103168
AT1G02550.1	729	548.692	0	0
AT1G02560.1	1341	1160.38	1522	93.6919
AT1G02570.1	906	725.376	20	1.96949
AT1G02575.1	898	717.376	9	0.896152
AT1G02580.1	2291	2110.38	57	1.92931
AT1G02590.1	270	117.302	2	1.21789
AT1G02610.1	937	756.376	46	4.34416
AT1G02620.1	687	506.692	2	0.28195
AT1G02630.2	1435	1254.38	8.8963	0.506603
AT1G02630.1	1609	1428.38	31.1037	1.55545
AT1G02640.1	2584	2403.38	32	0.951074
AT1G02650.1	1542	1361.38	15	0.787045
AT1G02660.1	2609	2428.38	893	26.2677
AT1G02670.1	2037	1856.38	42	1.6161
AT1G02680.1	907	726.376	115	11.309
AT1G02690.1	1937	1756.38	91	3.70092
AT1G02690.2	1940	1759.38	0	0
AT1G02700.1	1030	849.376	92	7.73702
AT1G02710.1	291	131.96	209	113.133
AT1G02720.2	1464	1283.38	178.557	9.93823
AT1G02720.1	1775	1594.38	205.443	9.20422
AT1G02730.1	3854	3673.38	96	1.86678
AT1G02740.1	1319	1138.38	139	8.72198
AT1G02750.1	1000	819.376	125	10.8971
AT1G02750.2	828	647.491	0	0
AT1G02770.1	1218	1037.38	351	24.1689
AT1G02780.1	1031	850.376	2487	208.906
AT1G02790.1	1658	1477.38	4	0.193399
AT1G02800.1	1764	1583.38	24	1.08271
AT1G02810.1	1906	1725.38	123	5.09222
AT1G02813.1	612	431.849	1	0.165407
AT1G02816.1	1009	828.376	507	43.7186
AT1G02820.1	615	434.849	13	2.13546
AT1G02830.1	384	209.36	0	0
AT1G02840.1	1241	1060.38	241.746	16.2849
AT1G02840.3	1237	1056.38	57.8842	3.91406
AT1G02840.2	1555	1374.38	304.369	15.8191
AT1G02850.1	1651	1470.38	381.412	18.529
AT1G02850.2	1732	1551.38	120.433	5.54519
AT1G02850.3	1660	1479.38	5.03733	0.243225
AT1G02850.4	1804	1623.38	71.3596	3.13993
AT1G02850.5	1801	1620.38	1298.76	57.2531
AT1G02860.1	1517	1336.38	442	23.6254
AT1G02860.2	1511	1330.38	0	0
AT1G02870.1	843	662.491	137	14.7716
AT1G02880.1	1361	1180.38	26.4879	1.60292
AT1G02880.4	1167	986.376	47.3296	3.42749
AT1G02880.3	1169	988.376	254.89	18.4211
AT1G02880.2	1406	1225.38	18.2928	1.06634
AT1G02890.1	4131	3950.38	1232	22.2771
AT1G02890.2	4047	3866.38	0	0
AT1G02900.1	579	399.026	142	25.4198
AT1G02910.1	1557	1376.38	191	9.91248
AT1G02920.1	925	744.376	41	3.93439
AT1G02930.1	1049	868.376	385.307	31.6946
AT1G02930.2	866	685.376	4.69295	0.489106
AT1G02940.1	771	590.596	2	0.241894
AT1G02950.3	904	723.376	0.860001	0.0849221
AT1G02950.1	903	722.376	4.13993	0.40937
AT1G02950.4	913	732.376	0	0
AT1G02950.2	910	729.376	7.23176e-05	7.08237e-06
AT1G02960.3	1642	1461.38	110.545	5.40335
AT1G02960.1	1583	1402.38	0	0
AT1G02960.2	1610	1429.38	125.455	6.26943
AT1G02965.1	489	309.771	3	0.691779
AT1G02970.1	1856	1675.38	51	2.17442
AT1G02980.1	2327	2146.38	4	0.133119
AT1G02990.1	4426	4245.38	22.6756	0.38153
AT1G02990.2	4371	4190.38	1.53408e-05	2.61506e-07
AT1G02990.3	4379	4198.38	192.324	3.2722
AT1G03000.1	3100	2919.38	146	3.57231
AT1G03010.1	2099	1918.38	4	0.14894
AT1G03020.1	309	145.411	1	0.491235
AT1G03022.1	126	38.7558	0	0
AT1G03030.1	1345	1164.38	177	10.8584
AT1G03040.2	1440	1259.38	0	0
AT1G03040.1	1456	1275.38	1026	57.4639
AT1G03050.1	1981	1800.38	14	0.555458
AT1G03055.1	919	738.376	36.2796	3.50971
AT1G03055.2	1027	846.376	8.72039	0.735968
AT1G03060.1	11304	11123.4	391	2.51088
AT1G03070.2	1054	873.376	37.5484	3.07098
AT1G03070.1	1019	838.376	274.452	23.3837
AT1G03080.1	5736	5555.38	682	8.76914
AT1G03090.1	2546	2365.38	0	0
AT1G03090.2	2606	2425.38	171	5.0362
AT1G03100.1	2595	2414.38	46	1.36094
AT1G03103.1	640	459.772	4126	641.022
AT1G03106.1	933	752.376	140	13.2917
AT1G03110.1	1564	1383.38	51	2.6334
AT1G03120.1	549	369.092	71	13.7407
AT1G03130.1	892	711.376	1624	163.07
AT1G03140.1	1443	1262.38	352	19.9177
AT1G03150.1	743	562.645	102	12.9495
AT1G03160.1	2878	2697.38	86	2.27742
AT1G03160.2	2948	2767.38	0	0
AT1G03170.1	1053	872.376	15	1.22821
AT1G03180.1	1095	914.376	0	0
AT1G03180.2	1499	1318.38	14	0.758534
AT1G03190.1	2578	2397.38	125.672	3.74446
AT1G03190.2	2676	2495.38	18.3278	0.524638
AT1G03200.1	440	261.989	326.912	89.1321
AT1G03210.1	861	680.376	675	70.8665
AT1G03220.1	1530	1349.38	1122.67	59.4299
AT1G03230.1	1502	1321.38	99.3315	5.36966
AT1G03240.1	473	293.951	11.088	2.69443
AT1G03250.1	1170	989.376	257.002	18.5551
AT1G03250.2	1190	1009.38	13.9975	0.990567
AT1G03260.1	1332	1151.38	115	7.13455
AT1G03270.1	1500	1319.38	279	15.105
AT1G03280.1	1901	1720.38	299	12.4146
AT1G03290.2	2194	2013.38	316.34	11.2232
AT1G03290.1	1860	1679.38	88.6601	3.77108
AT1G03300.1	2013	1832.38	23	0.896601
AT1G03310.1	2932	2751.38	60.4426	1.5692
AT1G03310.2	2940	2759.38	51.5574	1.33465
AT1G03320.1	663	482.733	0	0
AT1G03330.1	726	545.692	69	9.03209
AT1G03340.1	1298	1117.38	9	0.575346
AT1G03350.1	1756	1575.38	359	16.2778
AT1G03360.1	1264	1083.38	126	8.30764
AT1G03365.1	2836	2655.38	182	4.89589
AT1G03370.1	3769	3588.38	243	4.83721
AT1G03380.1	3732	3551.38	175	3.51988
AT1G03390.1	1386	1205.38	9	0.533342
AT1G03400.1	1236	1055.38	44	2.97805
AT1G03410.1	2652	2471.38	611	17.6599
AT1G03430.1	1025	844.376	306	25.8864
AT1G03440.1	1667	1486.38	758	36.4273
AT1G03445.1	2727	2546.38	12	0.336624
AT1G03457.2	1694	1513.38	0	0
AT1G03457.1	1717	1536.38	190.153	8.84081
AT1G03470.2	1175	994.376	98	7.03982
AT1G03470.1	1247	1066.38	0	0
AT1G03475.1	1448	1267.38	913	51.4578
AT1G03490.1	846	665.491	0	0
AT1G03495.1	1752	1571.38	1021.52	46.4357
AT1G03510.1	1290	1109.38	7	0.450719
AT1G03520.1	2035	1854.38	88.1637	3.39608
AT1G03520.2	1404	1223.38	70.8363	4.13602
AT1G03530.1	2601	2420.38	64	1.88879
AT1G03540.1	1830	1649.38	179	7.7521
AT1G03550.1	1258	1077.38	760	50.3886
AT1G03560.1	2255	2074.38	93	3.20245
AT1G03590.1	2003	1822.38	298	11.6806
AT1G03600.1	780	599.596	1544	183.939
AT1G03610.1	1675	1494.38	1367	65.3424
AT1G03620.1	860	679.376	36	3.78511
AT1G03630.1	1394	1213.38	285	16.7778
AT1G03630.2	1379	1198.38	0	0
AT1G03650.1	793	612.545	7	0.816294
AT1G03660.1	324	157.215	0	0
AT1G03670.1	1851	1670.38	78	3.33554
AT1G03680.1	910	729.376	377	36.9212
AT1G03687.2	1428	1247.38	13.1348	0.752162
AT1G03687.1	1356	1175.38	39.8652	2.42272
AT1G03700.1	640	459.772	50	7.76808
AT1G03710.2	743	562.645	0	0
AT1G03710.1	957	776.376	106	9.75259
AT1G03720.1	825	644.491	0	0
AT1G03730.1	1068	887.376	3564.97	286.969
AT1G03740.1	3017	2836.38	465.487	11.7228
AT1G03740.2	3099	2918.38	33.5126	0.820264
AT1G03750.1	2683	2502.38	129	3.68234
AT1G03760.1	1382	1201.38	136	8.08623
AT1G03770.2	1659	1478.38	28.3594	1.37025
AT1G03770.1	1611	1430.38	102.641	5.12572
AT1G03770.3	1630	1449.38	0	0
AT1G03780.3	2539	2358.38	86.0104	2.6051
AT1G03780.2	2532	2351.38	5.4466	0.165459
AT1G03780.1	2504	2323.38	9.543	0.293394
AT1G03790.1	1573	1392.38	270	13.8514
AT1G03800.1	738	557.645	10	1.28094
AT1G03810.1	432	254.188	0	0
AT1G03820.1	860	679.376	3	0.315426
AT1G03830.2	3289	3108.38	124	2.84954
AT1G03830.1	3071	2890.38	0	0
AT1G03840.1	1686	1505.38	24.3069	1.15337
AT1G03840.2	1590	1409.38	2.69314	0.136495
AT1G03850.1	887	706.376	17.7575	1.79569
AT1G03850.2	660	479.733	39.2425	5.84311
AT1G03860.3	1367	1186.38	7.38286	0.444517
AT1G03860.2	1355	1174.38	27.0919	1.64785
AT1G03860.1	1280	1099.38	312.525	20.306
AT1G03870.1	1035	854.376	77	6.43766
AT1G03880.1	1633	1452.38	202472	9958
AT1G03890.1	1520	1339.38	20253	1080.12
AT1G03900.1	1198	1017.38	458	32.1566
AT1G03905.1	1141	960.376	110	8.18159
AT1G03910.1	2128	1947.38	173.037	6.3471
AT1G03910.2	2466	2285.38	160.963	5.031
AT1G03920.1	2005	1824.38	119	4.65928
AT1G03930.1	2338	2157.38	204	6.75446
AT1G03940.1	1515	1334.38	970.483	51.9513
AT1G03950.1	1002	821.376	96	8.34863
AT1G03960.1	2331	2150.38	59.1395	1.96449
AT1G03960.2	2483	2302.38	33.8605	1.05052
AT1G03970.1	1148	967.376	1481	109.357
AT1G03980.1	2337	2156.38	7127	236.085
AT1G03982.1	1290	1109.38	1	0.0643884
AT1G03990.1	2277	2096.38	957	32.6084
AT1G04000.1	1014	833.376	233	19.9711
AT1G04010.1	2399	2218.38	79	2.54377
AT1G04020.1	2397	2216.38	12.7451	0.410759
AT1G04020.2	2394	2213.38	4.25486	0.137315
AT1G04030.1	1846	1665.38	158	6.7769
AT1G04040.1	1063	882.376	153	12.3858
AT1G04050.1	2675	2494.38	39	1.11683
AT1G04070.1	634	453.811	101	15.8976
AT1G04080.3	2963	2782.38	525.24	13.4843
AT1G04080.1	2691	2510.38	0	0
AT1G04080.2	1995	1814.38	378.76	14.9116
AT1G04090.1	1965	1784.38	44	1.76138
AT1G04100.1	1254	1073.38	105	6.98753
AT1G04110.1	2328	2147.38	40	1.33057
AT1G04120.2	5386	5205.38	28.2607	0.387809
AT1G04120.1	5277	5096.38	4099.74	57.462
AT1G04130.1	1315	1134.38	85	5.35239
AT1G04140.1	3123	2942.38	1020.9	24.7839
AT1G04140.2	3138	2957.38	135.103	3.2632
AT1G04150.1	3039	2858.38	53	1.32447
AT1G04160.1	4503	4322.38	174	2.8755
AT1G04170.1	1793	1612.38	797	35.3084
AT1G04171.1	165	58.022	0	0
AT1G04180.1	1266	1085.38	6	0.394873
AT1G04190.1	1334	1153.38	125	7.7415
AT1G04200.1	2625	2444.38	289	8.44532
AT1G04210.1	3986	3805.38	559	10.493
AT1G04220.1	1784	1603.38	1686	75.1118
AT1G04230.1	1376	1195.38	250	14.939
AT1G04240.1	1178	997.376	169	12.1036
AT1G04250.1	1087	906.376	45	3.54642
AT1G04260.1	838	657.491	325	35.3086
AT1G04270.2	795	614.545	4.47145	0.519734
AT1G04270.1	800	619.545	5157.53	594.641
AT1G04280.1	1925	1744.38	28	1.14658
AT1G04290.1	847	666.491	90	9.64572
AT1G04300.4	3535	3354.38	235.339	5.01151
AT1G04300.1	3586	3405.38	600.872	12.6039
AT1G04300.2	3783	3602.38	78.7887	1.56229
AT1G04300.3	3610	3429.38	1.7258e-05	3.59468e-07
AT1G04310.1	2470	2289.38	302	9.42271
AT1G04330.1	672	491.692	124	18.0142
AT1G04340.1	842	661.491	330	35.635
AT1G04350.1	1444	1263.38	948	53.5996
AT1G04360.1	1422	1241.38	154	8.86142
AT1G04370.1	402	225.898	3	0.948628
AT1G04380.1	1282	1101.38	784	50.8472
AT1G04390.1	2954	2773.38	123	3.16798
AT1G04400.1	2444	2263.38	109.57	3.45798
AT1G04400.2	2264	2083.38	352.43	12.0835
AT1G04410.1	1484	1303.38	4547	249.196
AT1G04420.1	1450	1269.38	174	9.79141
AT1G04430.1	2379	2198.38	411.432	13.3685
AT1G04430.2	2268	2087.38	93.5676	3.20192
AT1G04440.1	2106	1925.38	1062	39.3999
AT1G04445.1	519	339.301	0	0
AT1G04450.1	905	724.376	9	0.887492
AT1G04470.1	3307	3126.38	0	0
AT1G04480.1	648	467.733	227	34.6668
AT1G04490.2	1612	1431.38	91.3644	4.55942
AT1G04490.1	1424	1243.38	35.6356	2.04723
AT1G04500.1	1616	1435.38	47	2.33894
AT1G04501.1	129	40.1983	0	0
AT1G04510.1	1981	1800.38	534	21.1867
AT1G04510.2	1981	1800.38	0	0
AT1G04520.1	1443	1262.38	111	6.28088
AT1G04530.1	1352	1171.38	217	13.2327
AT1G04540.1	1806	1625.38	147	6.46026
AT1G04550.1	1391	1210.38	0	0
AT1G04550.2	1238	1057.38	376	25.4006
AT1G04555.1	939	758.376	266	25.0544
AT1G04560.1	855	674.434	14380	1523.02
AT1G04570.1	1935	1754.38	140	5.70022
AT1G04580.1	4104	3923.38	2172	39.5445
AT1G04590.1	1344	1163.38	122.257	7.50656
AT1G04590.2	1351	1170.38	44.7427	2.73076
AT1G04600.1	5193	5012.38	14	0.199513
AT1G04610.1	1737	1556.38	22	1.0097
AT1G04620.1	1609	1428.38	245	12.2521
AT1G04625.1	774	593.596	3	0.361008
AT1G04630.1	745	564.645	122	15.4337
AT1G04635.1	682	501.692	15	2.1357
AT1G04640.1	896	715.376	17.4981	1.7472
AT1G04640.2	1138	957.376	10.5019	0.783558
AT1G04645.1	494	314.638	43	9.76212
AT1G04650.1	3093	2912.38	22	0.539587
AT1G04660.1	1288	1107.38	5247	338.456
AT1G04670.1	697	516.692	0	0
AT1G04680.1	1923	1742.38	169	6.92837
AT1G04684.1	150	50.7227	0	0
AT1G04690.1	1415	1234.38	918	53.1229
AT1G04700.1	3886	3705.38	48	0.925327
AT1G04710.1	1595	1414.38	234	11.8178
AT1G04730.1	2921	2740.38	14	0.364925
AT1G04750.1	1192	1011.38	615.401	43.4642
AT1G04750.2	937	756.376	49.5986	4.68401
AT1G04760.1	663	482.733	51	7.54657
AT1G04770.1	1187	1006.38	522	37.0507
AT1G04778.1	306	143.201	61	30.4278
AT1G04780.1	2836	2655.38	718	19.3146
AT1G04790.1	2287	2106.38	168	5.69718
AT1G04800.1	835	654.491	12	1.30968
AT1G04810.1	3311	3130.38	330	7.53015
AT1G04820.1	1703	1522.38	2934.22	137.676
AT1G04830.2	1763	1582.38	5.84433	0.263822
AT1G04830.1	1654	1473.38	683.156	33.1201
AT1G04840.1	1998	1817.38	6	0.235827
AT1G04850.1	1573	1392.38	690	35.398
AT1G04860.1	3418	3237.38	214	4.72179
AT1G04870.1	1537	1356.38	0	0
AT1G04870.2	1567	1386.38	62	3.19446
AT1G04880.1	1587	1406.38	10	0.507908
AT1G04890.1	2023	1842.38	2	0.0775422
AT1G04900.1	1734	1553.38	56	2.57512
AT1G04910.1	1903	1722.38	221	9.16538
AT1G04920.1	3469	3288.38	360	7.82001
AT1G04930.2	1409	1228.38	3.08986	0.179677
AT1G04930.1	1317	1136.38	40.9101	2.57155
AT1G04945.3	2532	2351.38	12.1398	0.368787
AT1G04940.1	1138	957.376	317.664	23.7013
AT1G04945.2	1635	1454.38	42.582	2.09139
AT1G04945.1	1626	1445.38	10.6142	0.524555
AT1G04950.1	2192	2011.38	0	0
AT1G04950.3	2328	2147.38	54.5946	1.81605
AT1G04950.2	2110	1929.38	639.405	23.6726
AT1G04960.1	1369	1188.38	256.473	15.4161
AT1G04960.2	1669	1488.38	16.5267	0.793157
AT1G04970.1	1709	1528.38	157.677	7.36927
AT1G04970.2	1279	1098.38	129.323	8.41028
AT1G04980.1	1593	1412.38	320	16.184
AT1G04985.1	993	812.376	276	24.2682
AT1G04990.1	1838	1657.38	281.326	12.1248
AT1G04990.2	1567	1386.38	248.674	12.8126
AT1G05000.1	1104	923.376	154.881	11.9813
AT1G05000.2	1192	1011.38	193.119	13.6395
AT1G05010.1	1364	1183.38	370	22.3339
AT1G05020.1	2414	2233.38	31	0.991485
AT1G05030.1	1779	1598.38	57	2.54731
AT1G05040.1	814	633.545	2	0.225496
AT1G05040.2	996	815.376	0	0
AT1G05055.1	1496	1315.38	116	6.29933
AT1G05060.1	1001	820.376	228	19.8522
AT1G05065.1	252	105.388	6	4.06674
AT1G05070.1	877	696.376	188	19.2841
AT1G05080.1	1320	1139.38	1	0.062693
AT1G05085.1	375	201.218	1	0.354992
AT1G05090.1	2121	1940.38	17.2079	0.633474
AT1G05100.1	1272	1091.38	141	9.2285
AT1G05120.1	2731	2550.38	232	6.49785
AT1G05136.1	141	46.042	0	0
AT1G05140.1	1509	1328.38	152	8.17351
AT1G05150.1	2894	2713.38	153.343	4.03683
