target_id	length	eff_length	est_counts	tpm
Y50C1A.1.rna	1987	1823.69	1691	10.1536
Y50C1A.2.rna	1221	1057.69	80	0.828241
C07F11.2.rna	1534	1370.69	272	2.17298
C07F11.1.rna	4082	3918.69	3342	9.3388
W04C9.4.1.rna	552	388.717	4024.3	113.366
W04C9.4.2.rna	550	386.717	153.7	4.35218
W04C9.5.rna	1125	961.69	137	1.55995
W04C9.7.rna	21	10.7059	0	0
W04C9.3.rna	1515	1351.69	2	0.0162024
W04C9.6.rna	1980	1816.69	92	0.554539
W04C9.2.rna	454	290.728	5605	211.112
W04C9.1.rna	2518	2354.69	21736	101.081
Y65B4BL.3.rna	938	774.69	36	0.508862
Y65B4BL.4.rna	1120	956.69	112	1.28195
Y65B4BL.2.rna	2040	1876.69	746.163	4.35378
Y65B4BL.7.rna	767	603.69	46.8372	0.849576
Y65B4BL.5.rna	2652	2488.69	13686	60.2187
Y65B4BL.10.rna	150	20.4969	0	0
Y65B4BL.9.rna	129	29.5022	0	0
Y65B4BL.6b.rna	422	258.737	16.9137	0.715824
Y65B4BL.6a.rna	531	367.728	129.086	3.84396
Y65B4BL.8.rna	92	21.2712	0	0
Y65B4BL.11.rna	112	26.8681	0	0
Y65B4BL.12.rna	289	125.758	2	0.174148
Y65B4BL.1a.rna	361	197.743	1349.46	74.728
Y65B4BL.1b.rna	1090	926.69	5173.54	61.1334
Y65B4BR.8.rna	740	576.69	244	4.63311
Y65B4BR.5a.2.rna	700	536.69	52847.8	1078.27
Y65B4BR.5b.2.rna	790	626.69	1912.76	33.4221
Y65B4BR.5a.1.rna	698	534.69	43336.3	887.514
Y65B4BR.5b.1.rna	788	624.69	1592.19	27.9098
Y65B4BR.10.rna	128	29.63	0	0
Y65B4BR.4a.rna	2943	2779.69	6124.9	24.1284
Y65B4BR.4b.rna	2937	2773.69	4244.1	16.7553
Y65B4BR.3.rna	3307	3143.69	4878	16.9913
Y65B4BR.11.rna	128	29.63	0	0
Y65B4BR.2.rna	969	805.69	1004	13.6456
Y65B4BR.1.rna	1232	1068.69	303	3.10468
Y65B4BR.9.rna	448	284.728	52	1.99985
Y65B4BR.6a.rna	1495	1331.69	2577.25	21.1924
Y65B4BR.6b.rna	1675	1511.69	4730.75	34.2683
F56A6.5.rna	723	559.69	0	0
F56A6.2a.rna	5683	5519.69	84.2083	0.167057
F56A6.2b.rna	5644	5480.69	3302.79	6.5989
F56A6.6.rna	90	20.5339	0	0
F56A6.7.rna	90	20.5339	0	0
F56A6.4.1.rna	1435	1271.69	407.329	3.50744
F56A6.4.2.rna	1437	1273.69	49.6708	0.427034
F56A6.1b.rna	2820	2656.69	13.5163	0.0557111
F56A6.1a.rna	2816	2652.69	1519.84	6.2739
Y65B4A.4.rna	375	211.743	20.7633	1.07377
Y65B4A.6.rna	1255	1091.69	1301	13.0498
Y65B4A.3.rna	761	597.69	2216	40.5994
Y65B4A.2.2.rna	1628	1464.69	85.4402	0.638767
Y65B4A.2.1.rna	1508	1344.69	1083.56	8.82381
Y65B4A.7.rna	501	337.728	6	0.19454
Y65B4A.1.rna	1423	1259.69	1418	12.3264
Y65B4A.8.1.rna	1689	1525.69	1224	8.78497
Y65B4A.8.2.rna	1754	1590.69	0	0
Y65B4A.9.rna	1354	1190.69	0	0
Y18H1A.14.rna	1480	1316.69	20	0.16633
Y18H1A.11.2.rna	880	716.69	144	2.20017
Y18H1A.11.1.rna	883	719.69	0	0
Y18H1A.10.rna	1520	1356.69	3.00053	0.0242182
Y18H1A.1.rna	1469	1305.69	0	0
Y18H1A.4.1.rna	838	674.69	1508.8	24.488
Y18H1A.4.2.rna	955	791.69	81.199	1.12311
Y18H1A.2.rna	955	791.69	852	11.7845
Y18H1A.3.rna	4137	3973.69	4361	12.0176
Y18H1A.7.rna	1339	1175.69	207	1.92798
Y18H1A.6.rna	2246	2082.69	189	0.993717
Y18H1A.15.rna	1967	1803.69	15	0.0910657
Y18H1A.13.rna	1031	867.69	636	8.02635
Y18H1A.17.rna	167	19.7772	0	0
Y18H1A.12.rna	1078	914.69	182.927	2.18992
Y18H1A.9.rna	1808	1644.69	970.073	6.45871
Y18H1A.16.rna	83	18.7431	0	0
Y18H1A.8.rna	568	404.705	33	0.892895
T06A4.2.rna	613	449.705	5	0.12175
T06A4.3b.rna	1523	1359.69	582.071	4.68771
T06A4.3a.rna	1663	1499.69	656.929	4.7967
T06A4.1a.rna	1882	1718.69	0	0
T06A4.1b.rna	1963	1799.69	567	3.44993
T06A4.5.rna	221	57.9429	0	0
T06A4.4.rna	146	22.3264	0	0
T06A4.6.rna	85	19.1323	0	0
T06A4.7.rna	123	29.4482	0	0
Y73A3A.1.rna	299	135.758	0	0
Y73A3A.2.rna	144	23.4039	0	0
ZC123.3.rna	4872	4708.69	3689	8.57895
ZC123.8.rna	241	77.803	0	0
ZC123.10.rna	150	20.4969	0	0
ZC123.11.rna	183	26.1586	0	0
ZC123.7.rna	148	21.3167	0	0
ZC123.5.rna	51	17.7971	0	0
ZC123.9.rna	271	107.762	0	0
ZC123.6.rna	50	17.5606	0	0
ZC123.1.rna	2390	2226.69	2060	10.1305
ZC123.4c.rna	1286	1122.69	21.0372	0.205189
ZC123.4a.rna	1713	1549.69	2559.96	18.089
ZC123.4b.rna	1629	1465.69	0	0
Y95B8A.17.rna	321	157.754	0	0
Y95B8A.8.rna	2432	2268.69	3131	15.1124
Y95B8A.10a.rna	2283	2119.69	6299	32.5405
Y95B8A.10b.rna	2493	2329.69	0	0
Y95B8A.6a.1.rna	1482	1318.69	697.744	5.794
Y95B8A.6a.2.rna	1240	1076.69	30.058	0.3057
Y95B8A.6a.3.rna	1394	1230.69	30.3881	0.270383
Y95B8A.6b.rna	1029	865.69	81.0075	1.02468
Y95B8A.11.rna	1242	1078.69	143.803	1.45981
Y95B8A.5.1.rna	1231	1067.69	514.926	5.2811
Y95B8A.5.2.rna	1229	1065.69	0.0362903	0.000372893
Y95B8A.4.rna	927	763.69	0	0
Y95B8A.12b.rna	1868	1704.69	0	0
Y95B8A.12a.rna	1902	1738.69	331.781	2.08956
Y95B8A.12d.rna	1895	1731.69	9.95638	0.0629589
Y95B8A.12e.rna	1871	1707.69	0	0
Y95B8A.12c.rna	1913	1749.69	147.828	0.925167
Y95B8A.12f.rna	1889	1725.69	537.581	3.41119
Y95B8A.16.rna	150	20.4969	2.854	1.52472
Y95B8A.2.1.rna	897	733.69	2729	40.7302
Y95B8A.2.2.rna	819	655.69	0	0
Y95B8A.1.rna	2226	2062.69	793	4.20983
Y95B8A.14.rna	106	25.1229	0	0
Y95B8A.15.rna	106	25.1229	0	0
Y95B8A.13.rna	91	20.6466	0	0
Y34D9B.1a.rna	1737	1573.69	1849.61	12.8702
Y34D9B.1b.rna	1749	1585.69	692.389	4.78143
F54A5.2.rna	1190	1026.69	2036	21.7152
F54A5.3a.rna	1032	868.69	1141.39	14.3878
F54A5.3b.rna	568	404.705	27.314	0.739047
F54A5.3d.rna	666	502.705	32.6365	0.710911
F54A5.3c.rna	578	414.705	32.6589	0.862358
F54A5.4.rna	150	20.4969	0	0
F54A5.5.rna	150	20.4969	0	0
F54A5.1.rna	1658	1494.69	3393	24.8575
C54G6.3.rna	294	130.758	52	4.35472
C54G6.6.rna	449	285.728	0	0
C54G6.7.rna	300	136.758	0	0
C54G6.2.rna	2103	1939.69	235	1.32666
C54G6.1b.rna	935	771.69	25.8216	0.366409
C54G6.1a.rna	1029	865.69	57.1784	0.723261
C54G6.5.2.rna	371	207.743	16442.6	866.7
C54G6.5.1.rna	369	205.743	0.0396434	0.00210994
Y34D9A.11.rna	385	221.737	2791.35	137.848
Y34D9A.1.1.rna	1334	1170.69	5016.76	46.9253
Y34D9A.1.2.rna	1376	1212.69	173.241	1.56433
Y34D9A.4.1.rna	1791	1627.69	1007.63	6.77885
Y34D9A.4.2.rna	1793	1629.69	45.3668	0.30483
Y34D9A.3.rna	2500	2336.69	778	3.64589
Y34D9A.7.rna	1305	1141.69	712	6.829
Y34D9A.6.rna	415	251.737	3447	149.941
Y34D9A.8b.rna	540	376.717	295.41	8.58687
Y34D9A.8a.rna	387	223.737	109.59	5.36364
Y34D9A.10.1.rna	1764	1600.69	1316.14	9.00369
Y34D9A.10.2.rna	1766	1602.69	2938.86	20.0796
Y34D9A.2.rna	1486	1322.69	678	5.61303
R06A10.2.1.rna	2200	2036.69	1212.11	6.51692
R06A10.2.2.rna	1523	1359.69	782.89	6.30501
R06A10.3.rna	477	313.728	1	0.0349037
R06A10.1.rna	725	561.69	29	0.565362
R06A10.5b.rna	477	313.728	11.1691	0.389844
R06A10.5a.rna	365	201.743	0	0
R06A10.4.rna	1581	1417.69	844.831	6.5255
R06A10.6.rna	21	10.7059	0	0
ZK993.2.rna	2782	2618.69	46	0.192353
ZK993.4.rna	83	18.7431	0	0
ZK993.1.rna	828	664.69	169	2.78415
Y48G8AL.9.rna	1038	874.69	300	3.75571
Y48G8AL.10.rna	2934	2770.69	491	1.94052
Y48G8AL.14.rna	638	474.705	749	17.2776
Y48G8AL.18.rna	177	23.2365	0	0
Y48G8AL.17.rna	292	128.758	0	0
Y48G8AL.8a.1.rna	627	463.705	141885	3350.58
Y48G8AL.8b.rna	543	379.717	107.341	3.0955
Y48G8AL.8a.2.rna	625	461.705	10.7329	0.254552
Y48G8AL.7.rna	748	584.69	330	6.18036
Y48G8AL.11.rna	2186	2022.69	2607	14.1136
Y48G8AL.6.rna	3497	3333.69	3326	10.925
Y48G8AL.5.rna	1960	1796.69	6060	36.9339
Y48G8AL.1.2.rna	3246	3082.69	2553.64	9.071
Y48G8AL.1.1.rna	3244	3080.69	13.3596	0.0474866
Y48G8AL.16.rna	263	99.7679	421.003	46.2083
Y48G8AL.12.rna	261	97.7679	2169	242.934
Y48G8AL.13.4.rna	1056	892.69	0	0
Y48G8AL.13.2.rna	1058	894.69	168.569	2.06314
Y48G8AL.13.3.rna	1170	1006.69	851.017	9.25694
Y48G8AL.13.1.rna	1093	929.69	2962.41	34.8926
Y48G8AL.19.rna	71	17.0849	0	0
Y48G8AL.15.rna	541	377.717	188	5.45025
Y48G8AR.1.rna	1693	1529.69	1154	8.26091
Y48G8AR.7.rna	235	71.8166	0	0
Y48G8AR.6.rna	131	29.2036	0	0
Y48G8AR.4.rna	49	17.0781	0.5	0.320594
Y48G8AR.5.rna	49	17.0781	0.5	0.320594
Y48G8AR.2.1.rna	1177	1013.69	0	0
Y48G8AR.2.2.rna	1175	1011.69	260	2.81418
Y48G8AR.3.rna	464	300.728	2	0.0728251
K12C11.4.rna	4355	4191.69	4930	12.879
K12C11.8.rna	145	22.8076	0	0
K12C11.5.rna	550	386.717	0	0
K12C11.3b.rna	233	69.825	36.0595	5.65502
K12C11.3a.rna	516	352.728	119.94	3.7235
K12C11.6.rna	399	235.737	479	22.2502
K12C11.7.rna	582	418.705	215	5.62283
K12C11.2.rna	475	311.728	8627	303.046
K12C11.1.1.rna	1632	1468.69	23.3321	0.17396
K12C11.1.2.rna	1634	1470.69	9210.67	68.5797
Y92H12BL.1.rna	1677	1513.69	2000	14.4683
Y92H12BL.5.rna	719	555.69	834	16.4346
Y92H12BL.4.rna	1194	1030.69	706	7.5007
Y92H12BL.2.rna	195	34.2482	0	0
Y92H12BM.1.rna	687	523.69	471	9.84854
Y92H12BR.7.rna	1725	1561.69	484	3.39372
Y92H12BR.6.rna	1245	1081.69	1156	11.7025
Y92H12BR.2.rna	703	539.69	926	18.7885
Y92H12BR.3a.rna	1914	1750.69	5877.74	36.7643
Y92H12BR.3b.rna	816	652.69	257.258	4.31606
Y92H12BR.4.rna	342	178.749	11	0.673868
Y92H12BR.8.rna	1010	846.69	5674	73.3821
F37F2.2.2.rna	674	510.705	1789	38.3588
F47G6.4.rna	3786	3622.69	813	2.45745
F47G6.6.rna	100	23.365	0	0
F37F2.3.rna	649	485.705	4	0.0901805
F47G6.3.rna	1126	962.69	2	0.0227493
F47G6.2.rna	1798	1634.69	1316	8.81548
F47G6.1.rna	2755	2591.69	1448	6.11802
F47G6.5.rna	21	10.7059	0	0
Y92H12A.5.rna	4128	3964.69	2380	6.57345
Y92H12A.4.rna	2349	2185.69	834	4.17833
Y92H12A.3.rna	791	627.69	400	6.97815
Y92H12A.2.rna	2589	2425.69	4400	19.8629
Y92H12A.7.rna	21	10.7059	0	0
Y92H12A.1.rna	2615	2451.69	4418	19.7327
Y92H12A.8.rna	90	20.5339	1	0.533279
Y73E7A.3b.1.rna	1132	968.69	226.383	2.55908
Y73E7A.3b.2.rna	1630	1466.69	173.743	1.29716
Y73E7A.3a.rna	1502	1338.69	800.874	6.55103
Y73E7A.4.rna	756	592.69	3068	56.683
Y73E7A.5.rna	687	523.69	13	0.271828
Y73E7A.2.rna	1501	1337.69	1559	12.7619
Y73E7A.6.2.rna	607	443.705	12.6258	0.311595
Y73E7A.6.1.rna	581	417.705	822.374	21.5588
Y73E7A.9.rna	1677	1513.69	586	4.23922
Y73E7A.7.rna	1327	1163.69	1357	12.7693
Y73E7A.1a.rna	823	659.69	2229.11	37.0012
Y73E7A.1b.rna	818	654.69	63.8934	1.06868
Y73E7A.8.rna	2420	2256.69	1835	8.90409
Y71G12B.20a.rna	2385	2221.69	2248	11.08
Y71G12B.20b.rna	840	676.69	0	0
Y71G12B.18.rna	1040	876.69	7	0.0874334
Y71G12B.34.rna	21	10.7059	0	0
Y71G12B.21.rna	641	477.705	377	8.64185
Y71G12B.33.rna	450	286.728	0	0
Y71G12B.22.rna	803	639.69	4.49507	0.0769472
Y71G12B.17.rna	1070	906.69	468	5.65213
Y71G12B.23b.rna	637	473.705	249.795	5.77432
Y71G12B.23a.rna	911	747.69	565.205	8.2777
Y71G12B.35.rna	1050	886.69	260	3.2109
Y71G12B.16.rna	1287	1123.69	619	6.03211
Y71G12B.31.rna	1182	1018.69	120	1.28993
Y71G12B.37.rna	149	20.8663	1	0.524784
Y71G12B.15.1.rna	1332	1168.69	535.697	5.01932
Y71G12B.15.2.rna	1077	913.69	3653.3	43.7837
Y71G12B.14.rna	349	185.743	1941	114.429
Y71G12B.13.rna	1527	1363.69	1613	12.9522
Y71G12B.12b.2.rna	514	350.728	0	0
Y71G12B.12a.2.rna	1023	859.69	0	0
Y71G12B.12b.1.rna	494	330.728	78.1364	2.58707
Y71G12B.12a.1.rna	1003	839.69	1339.36	17.4664
Y71G12B.12b.3.rna	511	347.728	72.503	2.28319
Y71G12B.11b.rna	3153	2989.69	3969.28	14.5382
Y71G12B.11a.rna	8313	8149.69	19540.3	26.2552
Y71G12B.11c.rna	6332	6168.69	229.421	0.407255
Y71G12B.36.rna	111	26.5867	0	0
Y71G12B.24.rna	1661	1497.69	5140	37.5808
Y71G12B.10.rna	1064	900.69	3114	37.859
Y71G12B.9b.rna	1723	1559.69	330.99	2.32382
Y71G12B.9a.rna	2626	2462.69	1113.01	4.94897
Y71G12B.8.rna	2473	2309.69	5006	23.7335
Y71G12B.25.rna	1414	1250.69	1970	17.2481
Y71G12B.26.rna	1255	1091.69	548	5.49676
Y71G12B.7.rna	390	226.737	0	0
Y71G12B.6.2.rna	1244	1080.69	1323.04	13.4059
Y71G12B.6.1.rna	1242	1078.69	3179.96	32.2813
Y71G12B.27.rna	411	247.737	1	0.0442013
Y71G12B.5.rna	3049	2885.69	3	0.0113841
Y71G12B.38.rna	723	559.69	4	0.0782596
Y71G12B.4.rna	1116	952.69	8733	100.378
Y71G12B.3.rna	470	306.728	0	0
Y71G12B.32.rna	737	573.69	46	0.878023
Y71G12B.2.rna	979	815.69	109	1.46328
Y71G12B.30.rna	1079	915.69	7	0.0837095
Y71G12B.1b.2.rna	1535	1371.69	1574.4	12.5685
Y71G12B.1a.rna	1539	1375.69	49.0723	0.390608
Y71G12B.1b.1.rna	1533	1369.69	0	0
Y71G12B.28.rna	511	347.728	6.53118	0.205673
C53H9.3.rna	471	307.728	1378	49.0351
C53H9.2c.3.rna	1549	1385.69	4.47916	0.0353961
C53H9.2a.2.rna	1685	1521.69	804.052	5.78607
C53H9.2b.3.rna	1685	1521.69	804.052	5.78607
C53H9.2c.1.rna	1522	1358.69	6.21169	0.0500628
C53H9.2c.2.rna	1497	1333.69	0.0322172	0.00026452
C53H9.2c.4.rna	1522	1358.69	6.21169	0.0500628
C53H9.2a.1.rna	1683	1519.69	4678.38	33.7106
C53H9.2b.1.rna	1658	1494.69	1255.91	9.20098
C53H9.2b.2.rna	1633	1469.69	15.7512	0.117358
C53H9.2b.4.rna	1658	1494.69	1255.91	9.20098
C53H9.1.1.rna	464	300.728	142864	5202.04
C53H9.1.2.rna	462	298.728	10689	391.821
M01D7.7a.rna	1628	1464.69	5257.17	39.3035
M01D7.7b.rna	1501	1337.69	1696.83	13.8902
M01D7.10.rna	67	16.5455	0	0
M01D7.6.2.rna	569	405.705	913.594	24.6586
M01D7.6.1.rna	663	499.705	898.406	19.6872
M01D7.6.3.rna	657	493.705	0	0
M01D7.5.rna	481	317.728	1689	58.2102
M01D7.4.rna	1383	1219.69	345	3.09738
M01D7.9.rna	542	378.717	2	0.0578283
M01D7.1.rna	1028	864.69	4	0.0506553
M01D7.2.rna	1394	1230.69	4094	36.4271
Y71G12A.3.rna	2640	2476.69	4684	20.7095
Y71G12A.4.rna	1392	1228.69	13	0.115858
Y71G12A.2a.rna	2735	2571.69	108.977	0.464025
Y71G12A.2b.rna	3557	3393.69	770.304	2.48551
Y51F10.7.rna	798	634.69	15726	271.32
Y71G12A.2c.rna	984	820.69	168.719	2.25118
Y51F10.5.rna	1777	1613.69	1039	7.05051
Y51F10.4a.rna	1988	1824.69	1191.67	7.15143
Y51F10.4b.rna	1469	1305.69	170.329	1.42848
Y51F10.10.rna	1247	1083.69	1107	11.1858
Y51F10.11.rna	590	426.705	241	6.18464
Y51F10.3.rna	1204	1040.69	1771	18.6347
Y51F10.13.rna	213	50.1601	0	0
Y51F10.12.rna	172	21.2676	0	0
Y51F10.2.rna	1105	941.69	245	2.84894
Y20F4.3.rna	2787	2623.69	762	3.1803
Y20F4.2.rna	2067	1903.69	2226	12.8043
Y20F4.4.rna	4198	4034.69	511	1.38687
Y20F4.8.rna	1038	874.69	67	0.838776
Y20F4.5.rna	2178	2014.69	221.36	1.20314
Y37E3.1.rna	1352	1188.69	780	7.18541
Y37E3.3.rna	356	192.743	2101	119.364
Y37E3.4.2.rna	467	303.728	2786.66	100.467
Y37E3.4.1.rna	443	279.737	31.3443	1.22697
Y37E3.5a.rna	1135	971.69	70.4712	0.794162
Y37E3.5b.rna	1126	962.69	61.5288	0.69987
Y37E3.26.rna	134	28.3623	0	0
Y37E3.7.1.rna	498	334.728	2725.21	89.1524
Y37E3.7.2.rna	445	281.737	0.0424507	0.00164994
Y37E3.7.3.rna	441	277.737	78853.1	3108.93
Y37E3.8a.2.rna	483	319.728	2433.58	83.3471
Y37E3.8b.1.rna	483	319.728	2433.58	83.3471
Y37E3.8a.1.rna	485	321.728	168412	5732.04
Y37E3.8b.2.rna	313	149.754	0	0
Y37E3.8b.3.rna	460	296.728	205.855	7.59676
Y37E3.28.rna	143	24.0756	26	11.8256
Y37E3.27.rna	219	55.9821	5	0.978017
Y37E3.9.2.rna	1081	917.69	27606.6	329.414
Y37E3.9.1.rna	1079	915.69	186.418	2.22928
Y37E3.10.2.rna	1549	1385.69	4696.22	37.1114
Y37E3.10.1.rna	1546	1382.69	7764.78	61.4936
Y37E3.11a.rna	1310	1146.69	1461.58	13.9573
Y37E3.11b.rna	1331	1167.69	1721.42	16.143
Y37E3.29.rna	222	58.9237	3	0.557515
Y37E3.13.rna	1445	1281.69	395	3.37473
Y37E3.15b.rna	1180	1016.69	208.857	2.2495
Y37E3.15a.rna	2538	2374.69	4076.14	18.7961
Y37E3.19.rna	514	350.728	1	0.0312216
Y37E3.16.1.rna	1678	1514.69	1085.77	7.84949
Y37E3.16.2.rna	1698	1534.69	71.2252	0.508204
Y37E3.17a.rna	2700	2536.69	16551.1	71.447
Y37E3.17b.rna	2721	2557.69	1064.93	4.55932
Y37E3.25.rna	20	9.70588	0	0
Y37E3.24.rna	17	9.07692	0	0
Y37E3.23.rna	20	9.70588	0	0
W03F11.6d.rna	3926	3762.69	31.9651	0.0930256
W03F11.6c.rna	4289	4125.69	2172.48	5.76614
W03F11.6a.rna	5308	5144.69	1789.7	3.8093
W03F11.6b.rna	2348	2184.69	1585.86	7.94876
W03F11.5.rna	916	752.69	199	2.89509
W03F11.1.rna	803	639.69	11	0.188299
W03F11.2.rna	3595	3431.69	85	0.271229
W03F11.3.rna	639	475.705	0	0
W03F11.4.rna	4254	4090.69	0	0
F12B6.3.rna	1423	1259.69	7	0.0608499
F12B6.4.rna	21	10.7059	0	0
F12B6.2d.rna	1901	1737.69	29.8634	0.188188
F12B6.2b.rna	1629	1465.69	68.5224	0.511936
F12B6.2a.rna	1763	1599.69	1070.36	7.32685
F12B6.2c.rna	1637	1473.69	15.2591	0.113383
F12B6.1.rna	6670	6506.69	2277	3.83202
Y39G10AL.4.rna	52	17.5946	0	0
Y39G10AL.6.rna	52	17.5946	0	0
Y39G10AL.5.rna	81	18.133	0	0
Y39G10AL.1.rna	563	399.705	9	0.246563
Y39G10AL.3.1.rna	1260	1096.69	0	0
Y39G10AL.3.2.rna	1260	1096.69	970	9.6853
Y39G10AR.11.2.rna	2545	2381.69	3567.47	16.4021
Y39G10AR.11.1.rna	2770	2606.69	1346.97	5.65839
Y39G10AR.11.3.rna	2721	2557.69	269.564	1.15409
Y39G10AR.12a.1.rna	2062	1898.69	4.76628e-08	2.74885e-10
Y39G10AR.12a.2.rna	2064	1900.69	884.7	5.09695
Y39G10AR.10.2.rna	2293	2129.69	1465.91	7.53732
Y39G10AR.10.1.rna	2291	2127.69	15.0884	0.0776532
Y39G10AR.12b.1.rna	1511	1347.69	322.08	2.61698
Y39G10AR.12b.2.rna	1513	1349.69	44.2197	0.358763
Y39G10AR.13.1.rna	2119	1955.69	0	0
Y39G10AR.13.2.rna	2145	1981.69	1317	7.27739
Y39G10AR.9a.rna	1455	1291.69	1151	9.75759
Y39G10AR.9b.rna	1449	1285.69	0	0
Y39G10AR.21.1.rna	1488	1324.69	1488.07	12.3008
