target_id	length	eff_length	est_counts	tpm
FBtr0330638	678	498.722	0	0
FBtr0330639	586	406.722	0	0
FBtr0078160	1124	944.688	82	1.76062
FBtr0078157	2853	2673.69	460.18	3.49106
FBtr0078158	2656	2476.69	388.099	3.17841
FBtr0100307	2751	2571.69	0	0
FBtr0100308	2996	2816.69	519.685	3.74232
FBtr0100309	2708	2528.69	250.08	2.00596
FBtr0100310	2711	2531.69	642.702	5.14919
FBtr0330646	2568	2388.69	217.811	1.84952
FBtr0078156	2453	2273.69	3228.89	28.8046
FBtr0078159	4228	4048.69	112.554	0.563877
FBtr0078154	2774	2594.69	6541.89	51.1396
FBtr0100379	2860	2680.69	7048.42	53.3316
FBtr0078153	2759	2579.69	33.0668	0.259995
FBtr0078155	2845	2665.69	42.624	0.324328
FBtr0078114	2193	2013.69	3171.2	31.9427
FBtr0078115	2413	2233.69	1145.27	10.3998
FBtr0300568	1696	1516.69	29855.5	399.271
FBtr0302194	2206	2026.69	17.4514	0.174656
FBtr0302196	2206	2026.69	17.4514	0.174656
FBtr0302195	1335	1155.69	43.0972	0.756394
FBtr0330644	1404	1224.69	444.011	7.35374
FBtr0300987	1838	1658.69	0.00119204	1.45769e-05
FBtr0330645	1908	1728.69	93.9874	1.10279
FBtr0078116	919	739.688	792	21.7178
FBtr0301929	5293	5113.69	169.325	0.671625
FBtr0330643	5287	5107.69	105.675	0.419649
FBtr0078147	1699	1519.69	196.2	2.61869
FBtr0330641	869	689.688	59.3506	1.74547
FBtr0330642	798	618.722	20.7632	0.680673
FBtr0078117	488	308.722	787.179	51.7185
FBtr0078118	625	445.722	1616.98	73.5832
FBtr0301886	570	390.722	0	0
FBtr0301887	509	329.722	265.572	16.3371
FBtr0301888	561	381.722	15.539	0.825688
FBtr0330640	417	237.734	37.5005	3.19952
FBtr0078120	523	343.722	1.41689	0.0836122
FBtr0078119	1261	1081.69	1364.58	25.5881
FBtr0091612	769	589.722	212	7.29169
FBtr0078122	17880	17700.7	0.0747804	8.56913e-05
FBtr0306341	17963	17783.7	1512.85	1.72549
FBtr0330652	20622	20442.7	225.822	0.224061
FBtr0078121	19457	19277.7	1446.95	1.52243
FBtr0332336	19571	19391.7	0.0116285	1.21632e-05
FBtr0332337	17143	16963.7	3646.84	4.36049
FBtr0078123	18859	18679.7	0.0132981	1.44397e-05
FBtr0330653	18434	18254.7	3527.44	3.91945
FBtr0078124	903	723.688	799	22.3942
FBtr0308246	1290	1110.69	49	0.894836
FBtr0078146	1259	1079.69	3.58484e-07	6.73458e-09
FBtr0332338	3129	2949.69	64.9711	0.446769
FBtr0078125	2902	2722.69	1358.71	10.122
FBtr0332339	3121	2941.69	134.324	0.926179
FBtr0078145	8225	8045.69	6172.53	15.5611
FBtr0078144	17943	17763.7	2138.11	2.44138
FBtr0299837	18528	18348.7	6424.2	7.10155
FBtr0308253	18006	17826.7	1074.18	1.22221
FBtr0308254	17733	17553.7	791.486	0.914564
FBtr0308255	17550	17370.7	380.296	0.444062
FBtr0078126	1660	1480.69	277.201	3.79726
FBtr0078143	974	794.688	337	8.60147
FBtr0078140	1744	1564.69	422.94	5.48265
FBtr0078141	1771	1591.69	97.0595	1.23686
FBtr0308252	7127	6947.69	231.815	0.676768
FBtr0078142	4040	3860.69	38.1854	0.200619
FBtr0078127	2417	2237.69	1037	9.3998
FBtr0078139	1751	1571.69	548	7.07218
FBtr0078128	849	669.722	420	12.7202
FBtr0300804	2110	1930.69	658.771	6.92089
FBtr0330648	2104	1924.69	28.3189	0.298439
FBtr0330649	2095	1915.69	125.915	1.33319
FBtr0330650	2269	2089.69	367.995	3.57191
FBtr0078129	4003	3823.69	1251.18	6.63708
FBtr0078137	1163	983.688	495.819	10.2236
FBtr0308693	1493	1313.69	4.71337	0.0727743
FBtr0078136	1391	1211.69	1044.45	17.4838
FBtr0078135	1268	1088.69	2262.08	42.1448
FBtr0113009	1411	1231.69	326.757	5.38101
FBtr0078134	1681	1501.69	332.583	4.4922
FBtr0330647	1893	1713.69	40.4172	0.47838
FBtr0078130	748	568.722	602.672	21.4942
FBtr0333408	1655	1475.69	34.9363	0.4802
FBtr0078133	1261	1081.69	1656.39	31.0599
FBtr0078131	2023	1843.69	6368	70.0576
FBtr0331205	3319	3139.69	1674.11	10.8153
FBtr0331208	4618	4438.69	180.999	0.827104
FBtr0331206	3528	3348.69	352.785	2.13686
FBtr0331207	3447	3267.69	106.105	0.658621
FBtr0078047	5486	5306.69	240.961	0.921005
FBtr0078049	5483	5303.69	1287.77	4.92492
FBtr0330673	5300	5120.69	0	0
FBtr0329830	658	478.722	5	0.211849
FBtr0330674	5419	5239.69	15.837	0.0613064
FBtr0078048	5723	5543.69	403.824	1.47752
FBtr0078050	7127	6947.69	586.377	1.71189
FBtr0078099	898	718.688	49221	1389.15
FBtr0078098	970	790.688	14352	368.169
FBtr0078052	991	811.688	1119	27.9628
FBtr0330695	1709	1529.69	331.188	4.39149
FBtr0330696	2333	2153.69	719.044	6.77193
FBtr0078096	2426	2246.69	541	4.8842
FBtr0078094	1972	1792.69	3154.05	35.6864
FBtr0078095	1923	1743.69	212.088	2.4671
FBtr0330651	1905	1725.69	259.864	3.05439
FBtr0078053	1806	1626.69	723	9.01516
FBtr0329831	452	272.722	5	0.371869
FBtr0331204	4292	4112.69	2226.08	10.9788
FBtr0078093	4436	4256.69	206.922	0.985995
FBtr0078054	3544	3364.69	615	3.7074
FBtr0089488	4711	4531.69	2704.55	12.1053
FBtr0089489	3432	3252.69	3195.45	19.9264
FBtr0078055	3327	3147.69	2609	16.8121
FBtr0078090	1219	1039.69	260	5.07236
FBtr0078056	601	421.722	65140.5	3133.03
FBtr0331932	768	588.722	419.508	14.4534
FBtr0078089	556	376.722	881	47.4345
FBtr0078057	665	485.722	39	1.62861
FBtr0078058	1715	1535.69	48	0.633983
FBtr0078059	6672	6492.69	4312.33	13.4718
FBtr0329832	6454	6274.69	129.393	0.41827
FBtr0329833	566	386.722	3	0.157348
FBtr0078087	2775	2595.69	1071.74	8.3748
FBtr0331233	2714	2534.69	19.4809	0.155892
FBtr0304741	1938	1758.69	715.106	8.24747
FBtr0331232	2041	1861.69	3679.95	40.0935
FBtr0078088	2063	1883.69	2.82438e-05	3.04126e-07
FBtr0078060	1488	1308.69	2475	38.36
FBtr0078061	2629	2449.69	200.149	1.65723
FBtr0331230	2554	2374.69	182.053	1.555
FBtr0331231	2642	2462.69	11.7975	0.0971673
FBtr0310034	6869	6689.69	477.192	1.44686
FBtr0310035	6126	5946.69	206.808	0.705395
FBtr0078062	2592	2412.69	1630	13.7033
FBtr0333012	4242	4062.69	595.261	2.9719
FBtr0333013	6084	5904.69	74.9834	0.257577
FBtr0078083	2041	1861.69	2865.91	31.2245
FBtr0078084	3243	3063.69	239.754	1.5873
FBtr0310030	2361	2181.69	57.337	0.533067
FBtr0310027	4654	4474.69	555.851	2.51962
FBtr0078063	4752	4572.69	84.6794	0.375617
FBtr0329895	4482	4302.69	308.225	1.453
FBtr0310028	1363	1183.69	27.5636	0.472322
FBtr0078082	1294	1114.69	38.6111	0.702583
FBtr0078081	1109	929.688	5457.31	119.064
FBtr0310029	1105	925.688	58.518	1.28223
FBtr0078080	1736	1556.69	6334	82.5308
FBtr0078064	1532	1352.69	950	14.2451
FBtr0112854	1463	1283.69	21.9856	0.347391
FBtr0078079	2423	2243.69	83.0144	0.750465
FBtr0078078	5024	4844.69	78.8553	0.330145
FBtr0303763	5308	5128.69	179.249	0.708907
FBtr0078066	853	673.722	4847.9	145.953
FBtr0078076	2716	2536.69	5193.3	41.5256
FBtr0332341	2693	2513.69	629.43	5.07897
FBtr0332342	2780	2600.69	236.269	1.84271
FBtr0078067	2310	2130.69	983.51	9.36264
FBtr0078075	1584	1404.69	622.49	8.98859
FBtr0078068	4155	3975.69	2825.03	14.4129
FBtr0332340	4346	4166.69	239.966	1.16815
FBtr0078074	1232	1052.69	1284	24.7403
FBtr0310022	1032	852.688	318.914	7.58617
FBtr0078069	1093	913.688	1127.09	25.0207
FBtr0333746	1019	839.688	55	1.32857
FBtr0078070	1880	1700.69	11	0.131192
FBtr0078072	2368	2188.69	0	0
FBtr0114568	2097	1917.69	28	0.296155
FBtr0078071	683	503.722	212.983	8.57618
FBtr0310023	1494	1314.69	14.0168	0.216255
FBtr0310099	531	351.722	15	0.865031
FBtr0310101	795	615.722	8	0.263539
FBtr0308305	929	749.688	0	0
FBtr0310100	888	708.688	2	0.057242
FBtr0077998	940	760.688	2	0.0533289
FBtr0077999	2538	2358.69	4	0.0343977
FBtr0078045	12404	12224.7	4667	7.74354
FBtr0078000	2153	1973.69	2006	20.6154
FBtr0301316	3385	3205.69	476.125	3.01259
FBtr0078043	3057	2877.69	9.87459	0.0696009
FBtr0301317	3173	2993.69	0	0
FBtr0308257	5730	5550.69	63.076	0.230492
FBtr0301439	2359	2179.69	33.3997	0.310805
FBtr0078001	5466	5286.69	42.2102	0.161947
FBtr0078002	4181	4001.69	100.314	0.508462
FBtr0078003	471	291.722	20	1.39059
FBtr0078004	357	177.745	0	0
FBtr0078005	483	303.722	724	48.3506
FBtr0078006	2220	2040.69	0	0
FBtr0331651	1426	1246.69	1	0.0162698
FBtr0078007	1823	1643.69	170.476	2.1037
FBtr0331652	4359	4179.69	62.3605	0.302625
FBtr0078042	2583	2403.69	379.163	3.19954
FBtr0078008	783	603.722	46	1.54547
FBtr0078009	1732	1552.69	436	5.69563
FBtr0078041	2416	2236.69	418	3.79062
FBtr0332974	2407	2227.69	0	0
FBtr0078010	1040	860.688	323.067	7.61353
FBtr0332972	2104	1924.69	64.7006	0.681848
FBtr0078040	896	716.688	36.2324	1.02543
FBtr0078039	1370	1190.69	352	5.99631
FBtr0078011	1246	1066.69	622	11.8275
FBtr0078012	1651	1471.69	7906.87	108.975
FBtr0100469	2849	2669.69	182.878	1.38944
FBtr0301908	1570	1390.69	4074	59.4198
FBtr0305507	1598	1418.69	1428.24	20.42
FBtr0078038	1533	1353.69	360	5.39415
FBtr0332973	2825	2645.69	1389.44	10.6523
FBtr0078013	3735	3555.69	337.668	1.92622
FBtr0078014	3618	3438.69	58.5138	0.345148
FBtr0078015	3583	3403.69	864.374	5.15099
FBtr0302121	2891	2711.69	35.2939	0.263997
FBtr0302120	3986	3806.69	487.989	2.60017
FBtr0302612	3518	3338.69	6276.09	38.1287
FBtr0078037	2420	2240.69	2161.09	19.5628
FBtr0290075	2180	2000.69	405.544	4.11147
FBtr0078034	1224	1044.69	420	8.15459
FBtr0078016	1321	1141.69	1532	27.2177
FBtr0078017	780	600.722	41	1.38436
FBtr0078018	1073	893.688	145	3.29095
FBtr0078033	2922	2742.69	82.4788	0.609965
FBtr0078032	2903	2723.69	0	0
FBtr0078031	3024	2844.69	1924.52	13.7223
FBtr0078030	1185	1005.69	691	13.9365
FBtr0091487	2639	2459.69	3506.13	28.9126
FBtr0091489	4818	4638.69	949.583	4.15219
FBtr0332000	4030	3850.69	886.018	4.66706
FBtr0091486	2731	2551.69	394.269	3.13404
FBtr0078023	871	691.688	11	0.322569
FBtr0332181	6063	5883.69	532	1.83401
FBtr0078025	2605	2425.69	1.11048e+06	9285.75
FBtr0273244	3004	2824.69	560	4.02121
FBtr0077949	4160	3980.69	529	2.69548
FBtr0305064	3801	3621.69	0	0
FBtr0301417	9821	9641.69	2553.2	5.37119
FBtr0332270	6648	6468.69	0	0
FBtr0301416	6722	6542.69	1702.8	5.27894
FBtr0310271	755	575.722	5.19208	0.182923
FBtr0077997	793	613.722	634.808	20.9802
FBtr0301087	1288	1108.69	342.255	6.26151
FBtr0077951	1368	1188.69	13.7454	0.234547
FBtr0077993	5080	4900.69	1350.17	5.58819
FBtr0077994	2267	2087.69	509.828	4.95334
FBtr0077952	2745	2565.69	711	5.62089
FBtr0077953	2076	1896.69	4165.28	44.5438
FBtr0332569	2073	1893.69	181.955	1.94892
FBtr0332570	3115	2935.69	376.622	2.60217
FBtr0332571	2910	2730.69	175.143	1.30095
FBtr0332273	4718	4538.69	79.2784	0.354294
FBtr0077989	4489	4309.69	684.722	3.22261
FBtr0077954	3266	3086.69	140	0.919972
FBtr0077955	1030	850.688	5	0.119217
FBtr0077988	2079	1899.69	6976.92	74.4939
FBtr0332272	2130	1950.69	112.618	1.17101
FBtr0077987	1980	1800.69	1923.46	21.6663
FBtr0077956	2701	2521.69	2650	21.3154
FBtr0077986	1767	1587.69	182	2.32512
FBtr0077957	2536	2356.69	928.437	7.99079
FBtr0332271	2707	2527.69	94.5631	0.758818
FBtr0077958	2029	1849.69	6380	69.9619
FBtr0077959	1628	1448.69	263	3.68231
FBtr0077985	999	819.688	359	8.88353
FBtr0077960	999	819.688	1201.34	29.7274
FBtr0100023	3049	2869.69	251.071	1.77461
FBtr0332274	2422	2242.69	158.476	1.43329
FBtr0100022	2040	1860.69	13067.1	142.444
FBtr0331290	780	600.722	5.96676	0.201467
FBtr0077961	1272	1092.69	1222.41	22.6913
FBtr0331287	1198	1018.69	20.6268	0.410706
FBtr0077981	2007	1827.69	1744.08	19.3554
FBtr0077982	2617	2437.69	59.9244	0.498615
FBtr0331289	2350	2170.69	0	0
FBtr0077962	1925	1745.69	538	6.25108
FBtr0077964	646	466.722	430	18.6874
FBtr0304710	2592	2412.69	4799.78	40.3515
FBtr0077980	2729	2549.69	37.2217	0.296107
FBtr0077965	497	317.722	91	5.80943
FBtr0077979	1801	1621.69	1041	13.0204
FBtr0077966	3331	3151.69	1937.11	12.4666
FBtr0331288	3424	3244.69	662.893	4.14391
FBtr0077968	3176	2996.69	1139.21	7.71085
FBtr0077970	3262	3082.69	303.276	1.99548
FBtr0308697	3931	3751.69	583.215	3.15313
FBtr0308698	3758	3578.69	48.311	0.273818
FBtr0077978	1668	1488.69	1279.99	17.4398
FBtr0077971	1543	1363.69	230	3.42099
FBtr0307056	1893	1713.69	338.246	4.00351
FBtr0077972	1831	1651.69	2193.4	26.9357
FBtr0307057	1823	1643.69	1434.35	17.7001
FBtr0077977	740	560.722	220	7.9582
FBtr0307096	298	118.766	40	6.83136
FBtr0307097	376	196.745	5662	583.722
FBtr0077973	443	263.722	707	54.3767
FBtr0114498	776	596.722	17	0.577852
FBtr0306546	832	652.722	0	0
FBtr0299796	2452	2272.69	357	3.18616
FBtr0077920	2088	1908.69	1945	20.6692
FBtr0077921	5495	5315.69	644	2.45734
FBtr0077922	687	507.722	0	0
FBtr0305552	629	449.722	132	5.95346
FBtr0091927	591	411.722	1	0.0492647
FBtr0091926	537	357.722	0	0
FBtr0077924	665	485.722	59.9479	2.50337
FBtr0077925	611	431.722	495.46	23.2779
FBtr0305553	600	420.722	52.592	2.5355
FBtr0077948	1009	829.688	138	3.37368
FBtr0077947	1091	911.688	341	7.58661
FBtr0077945	759	579.722	0	0
FBtr0077946	819	639.722	89	2.82188
FBtr0077944	942	762.688	294	7.8188
FBtr0077943	632	452.722	2.18397	0.0978488
FBtr0301010	695	515.722	3.81603	0.150084
FBtr0077942	914	734.688	1374	37.9335
FBtr0329947	914	734.688	1374	37.9335
FBtr0077926	860	680.722	236	7.03205
FBtr0077941	6202	6022.69	1709	5.75561
FBtr0329985	6202	6022.69	1709	5.75561
FBtr0308744	472	292.722	14	0.970091
FBtr0308745	591	411.722	14	0.689705
FBtr0077929	1351	1171.69	5	0.0865561
FBtr0077930	1367	1187.69	35329	603.349
FBtr0077931	1233	1053.69	61	1.17424
FBtr0077932	1182	1002.69	1	0.020229
FBtr0077938	1511	1331.69	138.969	2.11668
FBtr0077939	1628	1448.69	167.129	2.34
FBtr0077937	1565	1385.69	357.786	5.23718
FBtr0077936	1454	1274.69	0	0
FBtr0077934	1896	1716.69	6.60528	0.078044
FBtr0077935	1779	1599.69	3.51068	0.0445139
FBtr0077933	1523	1343.69	396	5.97773
FBtr0077919	689	509.722	70	2.78551
FBtr0114554	614	434.722	1	0.0466582
FBtr0077918	653	473.722	0	0
FBtr0077873	1294	1114.69	9	0.163768
FBtr0077874	1306	1126.69	1	0.0180026
FBtr0077875	5214	5034.69	19.3573	0.0779851
FBtr0310017	5008	4828.69	1009.95	4.24237
FBtr0310018	5304	5124.69	1697.6	6.71906
FBtr0310019	5014	4834.69	161.681	0.678313
FBtr0310020	6068	5888.69	91.4089	0.314854
FBtr0077917	2227	2047.69	1981	19.6228
FBtr0077916	3026	2846.69	1348	9.60482
FBtr0077876	1019	839.688	188	4.54129
FBtr0077914	932	752.688	2301.23	62.0132
FBtr0077915	873	693.688	4004.93	117.104
FBtr0310021	877	697.688	5.8465	0.169971
FBtr0077877	6019	5839.69	0	0
FBtr0303933	6320	6140.69	0	0
FBtr0303935	6089	5909.69	40.569	0.139242
FBtr0307047	12385	12205.7	975.254	1.62067
FBtr0077878	4159	3979.69	1087.69	5.54366
FBtr0303934	5037	4857.69	48.4835	0.202443
FBtr0077881	1591	1411.69	3927.9	56.4367
FBtr0331630	1713	1533.69	937.096	12.3933
FBtr0077912	2357	2177.69	3252	30.2896
FBtr0333542	690	510.722	477.852	18.9779
FBtr0077882	790	610.722	149.445	4.96339
FBtr0077911	3601	3421.69	846.394	5.01731
FBtr0333545	3586	3406.69	0	0
FBtr0333544	3303	3123.69	0	0
FBtr0305618	2396	2216.69	790.718	7.2353
FBtr0306167	2352	2172.69	131.853	1.23092
FBtr0077910	1762	1582.69	1040.43	13.3339
FBtr0077906	2664	2484.69	257.145	2.09916
FBtr0077909	1754	1574.69	43848.9	564.812
FBtr0077907	2257	2077.69	213.574	2.085
FBtr0077908	2198	2018.69	84.1519	0.84554
FBtr0077905	2183	2003.69	301.317	3.05023
FBtr0302115	2561	2381.69	115.786	0.986072
FBtr0077883	844	664.722	461.095	14.0699
FBtr0077884	1184	1004.69	1957	39.5093
FBtr0333543	1087	907.688	21.2077	0.47391
FBtr0077904	873	693.688	177.792	5.19862
FBtr0077885	2998	2818.69	430.427	3.09736
FBtr0077886	3420	3240.69	1139.57	7.13254
FBtr0077903	1430	1250.69	791	12.8282
FBtr0077887	503	323.722	16	1.00251
FBtr0077902	1137	957.688	6	0.127077
FBtr0077901	519	339.722	100	5.97057
FBtr0077888	1170	990.688	0	0
FBtr0310114	1163	983.688	0	0
FBtr0077899	1152	972.688	1	0.0208529
FBtr0100188	1161	981.688	1	0.0206617
FBtr0077897	1185	1005.69	1	0.0201686
FBtr0077896	2076	1896.69	260	2.78046
FBtr0303377	1849	1669.69	49	0.595251
FBtr0077894	874	694.688	284	8.29217
FBtr0089786	5571	5391.69	215.804	0.811847
FBtr0089787	5711	5531.69	24.4628	0.0896991
FBtr0304911	5562	5382.69	224.733	0.846851
FBtr0077893	3650	3470.69	223.85	1.30822
FBtr0304597	3542	3362.69	524.15	3.16161
FBtr0077891	1090	910.688	345	7.68403
FBtr0077892	1309	1129.69	11	0.197503
FBtr0113012	6049	5869.69	2845.35	9.83241
FBtr0333007	5953	5773.69	24.3233	0.0854494
FBtr0077811	6406	6226.69	1.06303e-06	3.4628e-09
FBtr0309828	5930	5750.69	1099.7	3.87875
FBtr0333006	8459	8279.69	1.73292	0.00424524
FBtr0113011	6721	6541.69	149.282	0.462868
FBtr0110882	6246	6066.69	90.0281	0.300999
FBtr0110883	8783	8603.69	419.588	0.989187
FBtr0333008	560	380.722	10.1526	0.540889
FBtr0077871	485	305.722	87.8474	5.8283
FBtr0307516	798	618.722	57	1.86861
FBtr0077870	2847	2667.69	80.6244	0.613015
FBtr0330201	2847	2667.69	80.6244	0.613015
FBtr0330202	2847	2667.69	80.6244	0.613015
FBtr0330200	3203	3023.69	11.1268	0.07464
FBtr0077813	1074	894.688	2888	65.4734
FBtr0077869	3521	3341.69	1017	6.17297
FBtr0077814	813	633.722	306	9.79405
FBtr0077815	2127	1947.69	1787	18.6099
FBtr0077868	1560	1380.69	287.293	4.22056
FBtr0077867	1605	1425.69	10167.3	144.651
FBtr0100359	3084	2904.69	60.3707	0.421567
FBtr0077816	677	497.722	5864	238.972
FBtr0304139	1244	1064.69	284	5.41048
FBtr0100503	395	215.745	0	0
FBtr0309285	2771	2591.69	146.194	1.14416
FBtr0309284	2447	2267.69	43.8061	0.391823
FBtr0077863	350	170.754	14615	1736.07
FBtr0077817	376	196.745	6359	655.579
FBtr0301068	3764	3584.69	99.2031	0.561323
FBtr0330672	3746	3566.69	731.638	4.16074
FBtr0330671	3707	3527.69	0	0
FBtr0301067	3621	3441.69	43.6537	0.25727
FBtr0301066	3563	3383.69	305.505	1.83134
FBtr0299676	2985	2805.69	22	0.159046
FBtr0299675	792	612.722	282	9.33523
FBtr0077822	4309	4129.69	3429.36	16.8436
FBtr0077823	4307	4127.69	129.14	0.634592
FBtr0077824	4174	3994.69	64.5019	0.327513
FBtr0310547	2157	1977.69	136.772	1.40274
FBtr0077825	2142	1962.69	92.2284	0.953132
FBtr0077826	1209	1029.69	4	0.0787941
FBtr0300671	2998	2818.69	137	0.985855
FBtr0077827	1161	981.688	218	4.50425
FBtr0077854	935	755.688	309	8.29384
FBtr0100485	2900	2720.69	32737.7	244.067
FBtr0077828	3142	2962.69	2742.32	18.7747
FBtr0077853	5389	5209.69	1860.62	7.24413
FBtr0301660	5392	5212.69	2231.38	8.68261
FBtr0077852	1719	1539.69	654	8.61558
FBtr0077829	3909	3729.69	1991	10.8277
FBtr0077831	2722	2542.69	1112.01	8.87063
FBtr0077830	2811	2631.69	967.991	7.46064
FBtr0330657	3003	2823.69	0	0
FBtr0077832	1031	851.688	58.3686	1.39007
FBtr0077851	4261	4081.69	956.74	4.75437
FBtr0077850	4874	4694.69	1305.35	5.63973
FBtr0330658	4931	4751.69	29.6285	0.126474
FBtr0330659	4176	3996.69	109.589	0.556169
FBtr0330660	3931	3751.69	1751.33	9.46847
FBtr0330684	1478	1298.69	6	0.09371
FBtr0077848	1569	1389.69	1321.24	19.2843
FBtr0077849	1275	1095.69	45.5734	0.843654
FBtr0308189	1278	1098.69	0	0
FBtr0330664	1572	1392.69	505.189	7.35765
FBtr0331650	303	123.76	0	0
FBtr0112363	298	118.766	0	0
FBtr0308188	295	115.766	1.39169	0.243837
FBtr0330663	866	686.688	3.60831	0.106582
FBtr0307523	1963	1783.69	14	0.159202
FBtr0307522	2094	1914.69	36	0.381368
FBtr0077845	2635	2455.69	26.4052	0.2181
FBtr0331649	2263	2083.69	656.595	6.39152
FBtr0303459	1044	864.688	8638.76	202.643
FBtr0330676	1035	855.688	23.5494	0.558219
FBtr0077844	1196	1016.69	6.68873	0.133443
FBtr0112365	720	540.722	169.84	6.37096
FBtr0077843	1285	1105.69	248.808	4.56427
FBtr0330675	1282	1102.69	15.3524	0.282399
FBtr0077842	691	511.722	439	17.4008
FBtr0299970	691	511.722	439	17.4008
FBtr0077835	2956	2776.69	1515	11.0669
FBtr0077836	2323	2143.69	519.147	4.91211
FBtr0077837	2330	2150.69	387.242	3.65211
FBtr0077838	2235	2055.69	157.583	1.55486
FBtr0077839	2164	1984.69	965.028	9.8625
FBtr0113015	693	513.722	362.619	14.3173
FBtr0077841	943	763.688	17.0306	0.452329
FBtr0100674	1718	1538.69	3639.5	47.9767
FBtr0077840	2393	2213.69	1386.59	12.7049
FBtr0100673	2404	2224.69	409.26	3.73138
FBtr0329964	4585	4405.69	507.568	2.33679
FBtr0077810	4151	3971.69	3108.72	15.8762
FBtr0329965	4151	3971.69	3108.72	15.8762
FBtr0077809	1114	934.688	193	4.18823
FBtr0077808	1018	838.688	46	1.11249
FBtr0077807	1108	928.688	239	5.21996
FBtr0077751	1322	1142.69	2083	36.9744
FBtr0077752	716	536.722	38	1.43606
FBtr0304029	622	442.722	72.8405	3.33719
FBtr0309033	922	742.688	6.15949	0.16822
FBtr0077806	845	665.722	0	0
FBtr0077805	770	590.722	0	0
FBtr0077753	756	576.722	0	0
FBtr0077804	875	695.688	0	0
FBtr0077755	562	382.722	4.1511	0.219999
FBtr0077754	664	484.722	94.8489	3.96898
FBtr0302372	967	787.688	17	0.437758
FBtr0077803	821	641.722	0	0
FBtr0330690	1267	1087.69	2	0.0372962
FBtr0330689	559	379.722	2	0.106833
FBtr0330688	1219	1039.69	12	0.234109
FBtr0330687	778	598.722	3	0.101633
FBtr0077756	764	584.722	1	0.0346889
FBtr0077802	949	769.688	0	0
FBtr0302458	765	585.722	63	2.18167
FBtr0077801	868	688.688	391	11.5158
FBtr0077800	475	295.722	81.6823	5.60253
FBtr0331451	454	274.722	14.3177	1.05711
FBtr0077757	693	513.722	143.56	5.6682
FBtr0303208	708	528.722	31.44	1.20613
FBtr0077758	721	541.722	401.855	15.0464
FBtr0100648	1783	1603.69	201.931	2.55401
FBtr0333226	1628	1448.69	0	0
FBtr0077799	1647	1467.69	92.2144	1.2744
FBtr0330694	7704	7524.69	269.947	0.727662
FBtr0114370	8481	8301.69	32.0528	0.078314
FBtr0077797	2128	1948.69	1063.12	11.0657
FBtr0077796	2437	2257.69	308.975	2.77587
FBtr0330670	1775	1595.69	203.887	2.59168
FBtr0077798	1765	1585.69	400.856	5.12755
